நூலின் பெயர்~epub~mobi~A4 PDF~6 inch PDF~மொத்தம்
<a target='_blank' href='http://freetamilebooks.com/ebooks/thirumandiram-first-thanthiram/'>திருமந்திரம்  &#8211; பாயிரமும் முதல் தந்திரமும் &#8211; விளக்க உரையுடன்  &#8211; ரய்</a>~296~70~832~120~1318
<a target='_blank' href='http://freetamilebooks.com/ebooks/thanthai-periyar/'>தந்தை பெரியார் &#8211; அமரர் கே. பி. நீலமணி</a>~148~36~499~79~762
<a target='_blank' href='http://freetamilebooks.com/ebooks/thirupponnoosal/'>மாணிக்கவாசகப் பெருமான் அருளிய &#8216;திருப்பொன்னூசல்&#8217;—பொருளுரை</a>~72~28~223~49~372
<a target='_blank' href='http://freetamilebooks.com/ebooks/mappillaikku-karaboonthi-pidikkum-poems/'>மாப்பிள்ளைக்குக் காராபூந்தி பிடிக்கும் (கவிதைகள்)</a>~186~46~342~78~652
<a target='_blank' href='http://freetamilebooks.com/ebooks/kadhalisai-poems/'>காதலிசை  &#8211; கவிதைகள் &#8211; ராகவேந்திரன் பாலகிருஷ்ணன்</a>~134~35~310~57~536
<a target='_blank' href='http://freetamilebooks.com/ebooks/moondram-kan-science-articles/'>மூன்றாம் கண் &#8211; அறிவியல் கட்டுரைகள் &#8211; ஏற்காடு இளங்கோ</a>~1507~168~1968~256~3899
<a target='_blank' href='http://freetamilebooks.com/ebooks/neram-sariyaga/'>நேரம் சரியாக &#8211; துல்லிய நேர அளவீடு &#8211; ரவி நடராஜன்</a>~913~101~665~193~1872
<a target='_blank' href='http://freetamilebooks.com/ebooks/20-heritage-stories/'>20 மரபுக் கதைகள் &#8211; பொன் குலேந்திரன்</a>~1337~218~900~281~2736
<a target='_blank' href='http://freetamilebooks.com/ebooks/enakke-enakkai/'>எனக்கே எனக்காய் &#8211; நாவல் &#8211; என்.சி.மோகன்தாஸ்</a>~1082~170~1429~221~2902
<a target='_blank' href='http://freetamilebooks.com/ebooks/learn-css-in-tamil/'>எளிய தமிழில் CSS – து.நித்யா</a>~1211~128~861~256~2456
<a target='_blank' href='http://freetamilebooks.com/ebooks/sindhithal-sirippu-varum/'>சிந்தித்தால் சிரிப்பு வரும் (அல்லது) அலுவலர்களின் அட்டகாசம் &#8211; கட்டுரைகள் &#8211; பி.எஸ்.பசுபதிலிங்கம்</a>~2553~403~1681~481~5118
<a target='_blank' href='http://freetamilebooks.com/ebooks/mazhaiyil-kulitha-veyil/'>மழையில் குளித்த வெயில் &#8211; கவிதைகள் &#8211; விக்கி</a>~825~112~501~168~1606
<a target='_blank' href='http://freetamilebooks.com/ebooks/alaiyum-manamum-vathiyum-pulamum/'>அலையும் மனமும் வதியும் புலமும் &#8211; கதைகள் &#8211; சந்திரவதனா</a>~1431~214~1159~274~3078
<a target='_blank' href='http://freetamilebooks.com/ebooks/vadathirumullaivayil-kodiyidai-nayagi-alayam/'>வடதிருமுல்லைவாயில் கொடியிடை நாயகி ஆலயம்</a>~1317~529~2078~634~4558
<a target='_blank' href='http://freetamilebooks.com/ebooks/abdul-kalam-poems-quotes/'>அப்துல் கலாமின் கவிதைகளும்_ மேற்கோள்களும் &#8211; ஏற்காடு இளங்கோ</a>~3524~369~1620~525~6038
<a target='_blank' href='http://freetamilebooks.com/ebooks/helen-keller/'>பார்வையற்ற முதல் பட்டதாரி பெண் ஹெலன் கெல்லர் &#8211; ஏற்காடு இளங்கோ</a>~1300~163~1527~318~3308
<a target='_blank' href='http://freetamilebooks.com/ebooks/thozhilariillathavalarchiya/'>தொழிலாளர் இல்லாத வளர்ச்சியா?</a>~816~115~630~183~1744
<a target='_blank' href='http://freetamilebooks.com/ebooks/veriyumvanam/'>விரியும் வனம்</a>~804~85~427~153~1469
<a target='_blank' href='http://freetamilebooks.com/ebooks/salanakeeridam/'>சலனக்கிரீடம்</a>~662~65~310~96~1133
<a target='_blank' href='http://freetamilebooks.com/ebooks/kolusumarch2016/'>கொலுசு – மார்ச் &#8211; 2016</a>~603~65~338~105~1111
<a target='_blank' href='http://freetamilebooks.com/ebooks/nalayapenkalsuyamavala/'>நாளைய பெண்கள் சுயமாக வாழ</a>~844~80~381~155~1460
<a target='_blank' href='http://freetamilebooks.com/ebooks/sarojapatikadaikal/'>சரோஜா பாட்டி கதைகள்</a>~2386~224~1169~310~4089
<a target='_blank' href='http://freetamilebooks.com/ebooks/salaivalaivil/'>சாலை வளைவில்</a>~1028~143~785~220~2176
<a target='_blank' href='http://freetamilebooks.com/ebooks/innaiyamanidhan1/'>இணைய மனிதன் 1.0 காதல் முதல் கணினி வரை</a>~1340~140~1059~223~2762
<a target='_blank' href='http://freetamilebooks.com/ebooks/parvai21shortstories/'>பார்வை &#8211; பொன் குலேந்திரன்</a>~1145~182~844~214~2385
<a target='_blank' href='http://freetamilebooks.com/ebooks/manaosai-short-stories/'>மனஓசை &#8211; சிறுகதைகள் &#8211; சந்திரவதனா</a>~2080~183~915~298~3476
<a target='_blank' href='http://freetamilebooks.com/ebooks/learn-php-in-tamil/'>எளிய தமிழில் PHP &#8211; இரா.கதிர்வேல்</a>~1650~174~1676~348~3848
<a target='_blank' href='http://freetamilebooks.com/ebooks/ullathilirunde-vazhvu/'>உள்ளத்திலிருந்தே வாழ்வு &#8211; ஜேம்ஸ் ஆலன் &#8211; சே.அருணாசலம்</a>~2133~216~1177~341~3867
<a target='_blank' href='http://freetamilebooks.com/ebooks/mathya-pradesam-azaikkirathu/'>மத்தியப் பிரதேசம் அழைக்கிறது &#8211; வெங்கட் நாகராஜ்</a>~1178~126~796~205~2305
<a target='_blank' href='http://freetamilebooks.com/ebooks/solaivanam-poems/'>சோலை வனம் – கவிதைகள் &#8211; இரா. பாரதி</a>~834~113~657~195~1799
<a target='_blank' href='http://freetamilebooks.com/ebooks/learn-ruby-in-tamil/'>எளிய இனிய கணினி மொழி – ரூபி &#8211; பிரியா சுந்தரமூர்த்தி</a>~1096~132~959~190~2377
<a target='_blank' href='http://freetamilebooks.com/ebooks/selva-kalanjiyame/'>செல்வக் களஞ்சியமே &#8211; குழந்தை வளர்ப்பு அனுபவத் தொடர் &#8211; ரஞ்சனி நாராயணன்</a>~1123~112~857~274~2366
<a target='_blank' href='http://freetamilebooks.com/ebooks/theeppandham-short-poems/'>தீப்பந்தம் &#8211; குறுங்கவிதைகள் &#8211; கா.பாலபாரதி</a>~794~106~563~248~1711
<a target='_blank' href='http://freetamilebooks.com/ebooks/vetri-chakkaram-short-stories/'>வெற்றிச் சக்கரம் &#8211; சிறுகதைகள் &#8211; தமிழ்த்தேனீ</a>~1958~254~1177~467~3856
<a target='_blank' href='http://freetamilebooks.com/ebooks/naan-penthaan/'>நான் பெண்தான் (மலேசிய சிறுகதைகள்) &#8211; நிர்மலா ராகவன்</a>~1140~159~870~236~2405
<a target='_blank' href='http://freetamilebooks.com/ebooks/chidambara-ragisiyam/'>சிதம்பர ரகசியம் &#8211; கீதா சாம்பசிவம்</a>~4518~445~2372~684~8019
<a target='_blank' href='http://freetamilebooks.com/ebooks/thundugol-short-stories/'>தூண்டுகோல் – சிறுகதைகள் &#8211; இரா.பாரதி</a>~2004~175~1616~277~4072
<a target='_blank' href='http://freetamilebooks.com/ebooks/edhovum-edhavadhum-poems/'>ஏதோவும் ஏதாவதும் &#8211; கவிதைகள் &#8211; நேதாஜிதாசன்</a>~688~67~382~122~1259
<a target='_blank' href='http://freetamilebooks.com/ebooks/thirupuvanapuranam/'>திருப்பூவணப் புராணம் &#8211; மு​னைவர். கி. காளைராசன்</a>~1154~172~1156~242~2724
<a target='_blank' href='http://freetamilebooks.com/ebooks/vignana-mutti-mothal/'>விஞ்ஞான முட்டி மோதல் &#8211; ரவி நடராஜன்</a>~2531~210~1693~518~4952
<a target='_blank' href='http://freetamilebooks.com/ebooks/laments-of-dead-letters/'>மரணமடைந்த எழுத்துக்களின் புலம்பல் &#8211; நேதாஜிதாசன்</a>~1136~127~693~220~2176
<a target='_blank' href='http://freetamilebooks.com/ebooks/man-king-of-mindbody-and-circumstance-tamil/'>மனிதன்: மனம்_ உடல்_ சூழ்நிலையின் தலைவன் &#8211; ஜேம்ஸ் ஆலன் &#8211; சே.அருணாசலம்</a>~4167~413~2694~792~8066
<a target='_blank' href='http://freetamilebooks.com/ebooks/kurumbu-kavithaigal/'>குறும்புக் கவிதைகள் &#8211; தமிழ்த்தேனீ</a>~1968~210~742~235~3155
<a target='_blank' href='http://freetamilebooks.com/ebooks/first-book/'>முதல் புத்தகம் &#8211; தமிழ்</a>~1232~124~802~691~2849
<a target='_blank' href='http://freetamilebooks.com/ebooks/%e0%ae%a4%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%b5%e0%af%80%e0%ae%95-%e0%ae%9a%e0%ae%bf%e0%ae%a8%e0%af%8d%e0%ae%a4%e0%ae%a9%e0%af%88%e0%ae%95%e0%ae%b3%e0%af%8d/'>தெய்வீக சிந்தனைகள்</a>~25862~1730~3620~4254~35466
